ID,Modality,Content,Label,Source,Explanation,Category,Date
139,Text,14/04/2025 02:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jsqg1,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
140,Text,"Zelensky urges Trump to visit Ukraine ahead of deal with Russia Trump called Sunday's attack, which killed 34 people, ""horrible"" and ""a mistake"", with Germany calling it a war crime.",Real,https://www.bbc.co.uk/news/articles/c0r5vlwj4dqo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
141,Text,14/04/2025 01:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jslpx,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
142,Text,Peruvian president avoids impeachment over 'Rolexgate' scandal Dina Boluarte faced allegations that she accepted Rolex watches as bribes.,Real,https://www.bbc.co.uk/news/articles/cn4jl0xw35xo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
143,Text,"In the Studio: Steve Reich For 60 years, New York composer Steve Reich has been one of classical music’s most celebrated revolutionaries. Pioneering minimalism in the 1960s, a musical style based on repetition and shifting rhythms, his strange experiments with cassette tape led to orch…",Real,https://www.bbc.co.uk/programmes/p0l3nrj6,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Entertainment,2025-04-15
144,Text,14/04/2025 00:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwkc1jsgys,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
145,Text,Meta's antitrust trial could force Zuckerberg to sell Instagram The case against Facebook owner Meta alleges the company bought Instagram and WhatsApp to wipe out competition.,Real,https://www.bbc.co.uk/news/articles/cedy2ygy50do,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
146,Text,13/04/2025 23:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7nhyh,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
147,Text,13/04/2025 22:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7nd6c,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
148,Text,"Russia carries out deadly missile strike on Sumy Moscow's attack on the north-eastern Ukrainian city of Sumy marked the bloodiest day for Ukrainian civilians in 2025 so far, with at least 34 people killed. A Sumy resident tells us the area struck was busy with people leaving church. 

Also on the programme:…",Real,https://www.bbc.co.uk/programmes/w172zss05prs98q,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
149,Text,13/04/2025 21:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7n8g7,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
150,Text,Jean Marsh dead: Upstairs Downstairs and Doctor Who actress dies at 90 The British star won an Emmy for her role in the Edwardian period TV drama she co-created in the 1970s.,Real,https://www.bbc.co.uk/news/articles/c045dk29xqqo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Health,2025-04-15
151,Text,"Record number of migrants cross English Channel in 2025 so far Some 656 people crossed the Channel on Saturday, the highest number recorded in a single day this year.",Real,https://www.bbc.co.uk/news/articles/cddezjy97vro,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Miscellaneous,2025-04-15
152,Text,"Birmingham bin strike latest: Army experts called in to help The government says office-based military experts will help because of the ""public health risk"".",Real,https://www.bbc.co.uk/news/articles/cgkg34j0d76o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
153,Text,13/04/2025 20:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7n4q3,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
154,Text,Watch: Sportscene highlights from Sunday's Premiership action Extended highlights of Aberdeen v Rangers and Hibernian v Dundee.,Real,https://www.bbc.co.uk/iplayer/episode/m002b39k/sportscene-premiership-highlights-202425-13042025,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Sports,2025-04-15
155,Text,13/04/2025 19:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7n0yz,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
156,Text,13/04/2025 18:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7mx6v,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
157,Text,13/04/2025 17:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7msgq,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
158,Text,13/04/2025 16:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7mnql,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
159,Text,"Kaliyah Coa: Body found in search for girl, 11, in River Thames The body has not been formally identified but the Met said Kaliyah Coa's family has been informed.",Real,https://www.bbc.co.uk/news/articles/cze1gnyk958o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
160,Text,13/04/2025 15:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7mjzg,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
161,Text,Lanzarote floods: Torrential rain sweeps across Spanish Canary Island A state of emergency was declared in the Spanish Canary Island after 6cm (2.4in) of water fell in two hours on Saturday.,Real,https://www.bbc.co.uk/news/articles/cpdz15q2931o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
162,Text,"Trump in excellent cognitive and physical health, says White House doctor Doctors also found Trump has ""scaring on the right ear from a gunshot wound"", after last July's assassination attempt.",Real,https://www.bbc.co.uk/news/articles/cy9vx1v1rx1o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
163,Text,13/04/2025 14:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7mf7b,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
164,Text,"'Death is everywhere': Sudan camp residents shelter from attacks Devastating attacks on a camp hosting hundreds of thousands of people who had fled Sudan's civil war have continued for a third day, residents say. One person in the Zamzam camp described the situation as ""extremely catastrophic"" while another said things wer…",Real,https://www.bbc.co.uk/programmes/w172zss05prrb9p,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
165,Text,13/04/2025 13:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7m9h6,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
166,Text,"Bangladesh issues arrest warrant for British MP Tulip Siddiq Lawyers acting for the ex-minister denied the charges, which they said were ""politically motivated"".",Real,https://www.bbc.co.uk/news/articles/cp8k67028e6o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
167,Text,Obesity in India: How 'pot belly' went from status symbol to silent killer India’s obesity crisis is surging - and the humble pot belly may be a bigger villain than it seems.,Real,https://www.bbc.co.uk/news/articles/czjnd4rzmglo,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
168,Text,At least 32 people killed in Russian missile attack on Ukrainian city Photos and videos of the aftermath show bloodied bodies scattered in the streets around the impact of the missiles.,Real,https://www.bbc.co.uk/news/articles/c4g4262x4x1o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
169,Text,13/04/2025 12:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7m5r2,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
170,Text,"Worksop explosion: Man killed in blast that destroyed house The explosion in Worksop, Nottinghamshire, led to homes being evacuated on Saturday evening.",Real,https://www.bbc.co.uk/news/articles/c9djg62ye25o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Miscellaneous,2025-04-15
171,Text,13/04/2025 11:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7m1zy,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
172,Text,"'No Fatboy Slim' without small-town DJ pioneer Ron Diggins Ron Diggins, from Boston, Lincolnshire, is seen as the father of modern DJ music.",Real,https://www.bbc.co.uk/news/articles/c05nnq83000o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Entertainment,2025-04-15
173,Text,Trump's iPhone olive branch is a significant trade war retreat Exempting electronics from US tariffs is a stunning about-turn by the Trump administration after 10 days of chaos.,Real,https://www.bbc.co.uk/news/articles/cde2z6jpzp8o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
174,Text,13/04/2025 10:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7ly7t,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
175,Text,13/04/2025 09:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7lthp,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
176,Text,Ukraine live: Zelensky says 'dozens dead and wounded' after Russian ballistic missile strike in Sumy Ukraine live: Zelensky says 'dozens dead and wounded' after Russian ballistic missile strike in Sumybbc.co.uk,Real,https://www.bbc.co.uk/news/live/cd02zgrd3nnt,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
177,Text,Gabon election: Coup leader Oligui Nguema wins poll by huge margin This was the first presidential vote since the near-six-decade-long Bongo dynasty was overthrown.,Real,https://www.bbc.co.uk/news/articles/cp31kxg35dro,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Politics,2025-04-15
178,Text,13/04/2025 08:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7lprk,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
179,Text,Church's sleeping pod that helps the homeless Cabin in church grounds provides sleeping space for people who are carefully vetted by charities.,Real,https://www.bbc.co.uk/news/articles/c0kxgyp01pko,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Science,2025-04-15
180,Text,13/04/2025 07:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7ll0f,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
181,Text,13/04/2025 06:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7lg89,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
182,Text,"Stockton girl's meningitis leads to quadruple amputation The family of five-year-old Saffanah praise NHS teams who ""worked tirelessly to save her life"".",Real,https://www.bbc.co.uk/news/articles/cx2vv81k2k1o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Economy,2025-04-15
183,Text,13/04/2025 05:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7lbj5,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
184,Text,"Gaza hospital hit by Israeli strike, Hamas-run health ministry says Witnesses said the strike destroyed part of Al-Ahli Baptist Hospital, the last functioning hospital in Gaza City.",Real,https://www.bbc.co.uk/news/articles/cjr7l123zy5o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Health,2025-04-15
185,Text,13/04/2025 04:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7l6s1,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
186,Text,13/04/2025 03:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7l30x,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
187,Text,13/04/2025 02:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7kz8s,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
188,Text,13/04/2025 01:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7kvjn,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
189,Text,"Defeated: How ordinary Germans experienced the end of WW2 On 8 May 1945 Britain, the US and many other countries were rejoicing. Germany had surrendered, and World War Two was over, at least in Europe. Yet it was not a day of celebration for everyone - for the vanquished Germans, it marked the end of bombings and of…",Real,https://www.bbc.co.uk/programmes/p0l3nk2s,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Technology,2025-04-15
190,Text,13/04/2025 00:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7kqsj,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
191,Text,"Three million child deaths linked to drug resistance Children in Africa and South East Asia are most at risk from antibiotics medicines no longer working, a study suggests.",Real,https://www.bbc.co.uk/news/articles/cy0xk86l9g9o,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",Health,2025-04-15
192,Text,12/04/2025 23:01 GMT The latest five minute news bulletin from BBC World Service.,Real,https://www.bbc.co.uk/programmes/w172zwwjzs7km1d,"Published by {'id': 'bbc-news', 'name': 'BBC News'} on 2025-04-15",International,2025-04-15
